request_id,department,seniority_level,employee_tenure_months,months_since_last_upgrade,travel_days_per_month,prior_replacements,requires_windows,is_urgent,laptop_brand,laptop_model,cpu,gpu,ram_gb,storage_gb,compute_tier,build_quality,portability,warranty_years,it_tickets_last_year,quantity,requested_unit_price,historical_avg_price,total_amount,vendor_risk_score,vendor_is_official,dept_budget_remaining,dept_policy_cap,target_uc1_is_match,target_uc2_months_to_failure,target_uc3_tco_idr,target_uc3_opex_idr,target_uc4_is_approved
REQ-2026-02491,Medical Staff,Staff,67,38,2.06,0,1,0,Asus,ROG Zephyrus,Core i9,RTX 4070,40,1024,4,0.55,0.3,2,0,21,39057606,37226607,820209726,0.325,1,996724274,16500000,1,34.6,41229413.0,2171807.0,0
REQ-2026-02492,HR,Senior,12,39,0.03,0,1,0,Lenovo,ThinkPad P16,Core i9,RTX A2000,32,1024,4,0.9,0.25,3,1,1,41771958,37052350,41771958,0.212,0,45439609,15000000,0,63.8,44874744.0,3102786.0,0
REQ-2026-02493,Finance,Staff,36,23,0.22,1,1,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,24,256,1,0.45,0.65,1,2,21,11334147,11895552,238017087,0.388,0,769901598,15000000,1,40.4,15423383.0,4089236.0,1
REQ-2026-02494,Sales,Manager,30,12,0.81,0,1,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,1024,4,0.55,0.3,1,2,19,36081356,35175563,685545764,0.361,0,1335513634,24300000,1,31.6,41920731.0,5839375.0,1
REQ-2026-02495,Sales,Manager,38,46,5.46,2,0,0,Lenovo,ThinkPad T14,Core i5,Integrated,16,1024,2,0.92,0.75,3,1,18,22552947,20910943,405953046,0.129,1,806943076,24300000,1,52.7,25653883.0,3100936.0,1
REQ-2026-02496,Finance,Staff,35,3,2.64,0,0,0,HP,ZBook Firefly,Core i7,RTX A500,32,1024,3,0.8,0.6,1,0,24,31656561,27622427,759757464,0.325,0,1084491975,15000000,1,46.1,33258710.0,1602149.0,0
REQ-2026-02497,HR,Senior,34,38,0.95,0,0,0,Apple,MacBook Air 13,M3,Apple GPU,16,256,2,0.95,1.0,2,3,8,20707993,19953704,165663944,0.348,0,111657438,15000000,1,59.9,30098837.0,9390844.0,0
REQ-2026-02498,Sales,Senior,71,27,7.36,0,1,0,Asus,ExpertBook B9,Core i7,Iris Xe,32,1536,2,0.8,0.95,1,2,6,28267158,30326597,169602948,0.472,0,383479739,18000000,1,35.9,33898546.0,5631388.0,0
REQ-2026-02499,Sales,Manager,17,26,5.23,0,1,0,HP,OmniBook 5,Ryzen 7,Radeon,24,1024,2,0.65,0.8,2,3,25,23398127,22487764,584953175,0.308,1,697114541,24300000,1,37.7,29944110.0,6545983.0,1
REQ-2026-02500,HR,Director,91,18,0.23,0,1,1,Apple,MacBook Pro 14,M3 Pro,Apple GPU,18,1024,4,0.95,0.85,1,1,11,38356916,32111840,421926076,0.18,1,521874254,28500000,1,65.8,45637053.0,7280137.0,1
REQ-2026-02501,Finance,Senior,108,52,1.37,0,1,0,Dell,Inspiron 15,Core i5,Integrated,8,512,1,0.5,0.6,1,1,18,10732554,9152968,193185972,0.189,1,603765221,20000000,1,32.0,15014847.0,4282293.0,1
REQ-2026-02502,Design,Manager,9,53,0.7,1,0,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,34,1024,4,0.95,0.85,2,1,4,39500435,39648115,158001740,0.37,0,134607204,40500000,1,60.4,45715910.0,6215475.0,1
REQ-2026-02503,Sales,Senior,39,53,8.09,3,0,0,Asus,Vivobook 14,Core i5,Integrated,8,1536,1,0.5,0.7,1,3,16,16711448,13461786,267383168,0.339,1,354009584,18000000,1,15.3,25822504.0,9111056.0,0
REQ-2026-02504,Design,Staff,29,49,0.94,1,0,0,Dell,Inspiron 15,Core i5,Integrated,8,1024,1,0.5,0.6,2,1,20,11737515,12701820,234750300,0.312,0,637036403,22500000,0,28.9,15209200.0,3471685.0,1
REQ-2026-02505,HR,Staff,65,30,1.55,2,1,1,Apple,MacBook Air 13,M3,Apple GPU,16,256,2,0.95,1.0,1,1,9,23561507,19355401,212053563,0.378,0,82046737,11250000,0,24.0,31915619.0,8354112.0,0
REQ-2026-02506,IT,Staff,46,28,1.38,0,0,0,Lenovo,ThinkPad T14,Core i5,Integrated,16,1024,2,0.92,0.75,3,0,17,20586500,21573619,349970500,0.355,1,333071867,24000000,1,61.9,22007447.0,1420947.0,1
REQ-2026-02507,Medical Staff,Manager,17,28,1.35,0,1,0,HP,ZBook Firefly,Core i7,RTX A500,40,1024,3,0.8,0.6,2,0,6,34014718,31117960,204088308,0.293,1,712392360,29700000,1,58.1,35754546.0,1739828.0,1
REQ-2026-02508,HR,Staff,41,19,0.29,0,0,1,HP,ZBook Firefly,Core i7,RTX A500,32,2048,3,0.8,0.6,1,1,3,33459401,33360801,100378203,0.295,1,76781584,11250000,0,52.6,36341767.0,2882366.0,0
REQ-2026-02509,Sales,Manager,9,39,5.45,2,0,0,HP,ZBook Firefly,Core i7,RTX A500,48,1536,3,0.8,0.6,2,1,11,38106371,36904590,419170081,0.433,0,341302253,24300000,1,44.0,41670105.0,3563734.0,0
REQ-2026-02510,IT,Staff,124,12,1.65,0,0,0,Lenovo,ThinkPad T14,Core i5,Integrated,24,512,2,0.92,0.75,1,0,25,19341203,19008698,483530075,0.411,1,890270622,24000000,1,43.7,21270319.0,1929116.0,1
REQ-2026-02511,Sales,Director,153,34,4.67,1,0,0,Apple,MacBook Air 13,M3,Apple GPU,8,256,2,0.95,1.0,2,0,13,17336710,19183607,225377230,0.276,1,873627798,34200000,1,31.0,22076168.0,4739458.0,1
REQ-2026-02512,Design,Staff,31,62,0.18,1,0,0,Apple,MacBook Air 13,M3,Apple GPU,16,768,2,0.95,1.0,1,1,17,26553738,21030569,451413546,0.034,1,785199177,22500000,1,48.3,32446956.0,5893218.0,1
REQ-2026-02513,IT,Manager,27,28,1.15,0,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,24,2048,3,0.9,0.95,1,1,5,37395664,32644439,186978320,0.171,1,541029135,43200000,1,43.2,41471671.0,4076007.0,1
REQ-2026-02514,Design,Staff,29,31,2.59,0,0,0,Dell,Inspiron 15,Core i5,Integrated,8,512,1,0.5,0.6,1,1,3,10396225,9181124,31188675,0.409,0,231722004,22500000,0,25.3,16045617.0,5649392.0,1
REQ-2026-02515,Medical Staff,Senior,65,18,0.6,0,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1024,3,0.9,0.95,2,0,21,28370197,28731283,595774137,0.312,0,1476676139,22000000,1,79.8,29475843.0,1105646.0,1
REQ-2026-02516,HR,Senior,14,21,0.93,1,0,0,Dell,Latitude 7450,Core i7,Integrated,16,512,2,0.85,0.85,1,0,7,25589225,22806638,179124575,0.237,1,260877647,15000000,1,42.5,27071451.0,1482226.0,1
REQ-2026-02517,Sales,Staff,66,32,2.19,0,1,0,HP,OmniBook 5,Ryzen 7,Radeon,16,512,2,0.65,0.8,2,1,8,19813877,17996077,158511016,0.629,0,95297568,13500000,0,46.3,22951377.0,3137500.0,0
REQ-2026-02518,HR,Director,39,21,0.2,1,0,0,HP,ZBook Firefly,Core i7,RTX A500,40,1024,3,0.8,0.6,1,2,6,30249437,31687186,181496622,0.133,1,316638431,28500000,1,33.2,38831298.0,8581861.0,1
REQ-2026-02519,Design,Director,33,41,0.2,1,0,0,Asus,ExpertBook B9,Core i7,Iris Xe,24,1536,2,0.8,0.95,1,1,8,28757584,27746097,230060672,0.47,0,700111077,57000000,1,37.0,32282119.0,3524535.0,1
REQ-2026-02520,Finance,Senior,19,54,0.31,0,1,0,HP,ProBook 445,Ryzen 5,Radeon,8,1024,1,0.6,0.7,1,1,24,13598686,13226802,326368464,0.274,0,833648239,20000000,1,22.9,19287788.0,5689102.0,1
REQ-2026-02521,Sales,Staff,49,47,1.92,0,1,0,Lenovo,ThinkPad T14,Core i5,Integrated,32,1536,2,0.92,0.75,1,0,24,27731803,24950084,665563272,0.313,0,602622326,13500000,1,52.8,29163933.0,1432130.0,0
REQ-2026-02522,HR,Senior,41,39,0.51,0,1,0,Lenovo,ThinkPad P16,Core i9,RTX A2000,48,2048,4,0.9,0.25,2,1,7,48671037,46475819,340697259,0.454,1,42867089,15000000,0,54.7,52377950.0,3706913.0,0
REQ-2026-02523,Finance,Staff,44,17,0.3,0,1,0,Asus,Vivobook 14,Core i5,Integrated,24,512,1,0.5,0.7,3,2,25,19760056,16125266,494001400,0.232,1,1166290051,15000000,1,53.4,22724139.0,2964083.0,1
REQ-2026-02524,Sales,Staff,8,31,0.11,1,0,0,Apple,MacBook Air 13,M3,Apple GPU,16,768,2,0.95,1.0,2,0,15,26052371,23705661,390785565,0.251,0,720933967,13500000,1,53.0,30076049.0,4023678.0,1
REQ-2026-02525,Sales,Senior,15,33,1.11,0,0,1,Asus,ExpertBook B9,Core i7,Iris Xe,24,1536,2,0.8,0.95,1,1,3,30238925,27925892,90716775,0.548,0,135185455,18000000,1,43.3,32411051.0,2172126.0,1
REQ-2026-02526,HR,Senior,24,13,0.23,0,0,1,Dell,Latitude 7450,Core i7,Integrated,32,512,2,0.85,0.85,1,1,17,26051231,24116537,442870927,0.257,1,623861434,15000000,1,27.5,30029840.0,3978609.0,1
REQ-2026-02527,Sales,Director,87,56,4.28,0,1,0,Dell,Inspiron 15,Core i5,Integrated,24,1024,1,0.5,0.6,3,1,13,19475707,17964793,253184191,0.348,0,452148762,34200000,1,35.7,22840956.0,3365249.0,1
REQ-2026-02528,Medical Staff,Staff,57,36,1.79,0,0,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,1024,4,0.55,0.3,2,1,24,40301088,36272508,967226112,0.261,1,902060221,16500000,1,48.6,42405881.0,2104793.0,0
REQ-2026-02529,HR,Staff,50,17,0.83,0,1,0,HP,OmniBook 5,Ryzen 7,Radeon,24,512,2,0.65,0.8,1,1,12,19496736,19553113,233960832,0.39,1,190899894,11250000,1,63.7,21909702.0,2412966.0,1
REQ-2026-02530,Finance,Manager,32,2,0.47,0,1,0,HP,OmniBook 5,Ryzen 7,Radeon,16,1024,2,0.65,0.8,1,1,15,20282124,19174413,304231860,0.274,1,292653135,27000000,1,29.7,24475785.0,4193661.0,1
REQ-2026-02531,IT,Senior,14,16,1.12,1,1,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1024,3,0.9,0.95,3,0,11,30337507,30048476,333712577,0.206,1,585895703,32000000,1,51.7,32000987.0,1663480.0,1
REQ-2026-02532,IT,Manager,162,9,0.23,0,1,0,Dell,Precision 5690,Core i9,RTX 3500,48,2048,4,0.85,0.35,2,1,16,43226019,47863450,691616304,0.337,1,2201523962,43200000,1,46.5,46855994.0,3629975.0,1
REQ-2026-02533,Finance,Senior,51,63,0.68,0,1,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,24,768,1,0.45,0.65,2,3,24,17434046,14821830,418417104,0.641,1,368852409,20000000,1,24.4,25142205.0,7708159.0,1
REQ-2026-02534,HR,Manager,79,39,0.05,0,1,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,24,768,1,0.45,0.65,2,1,4,15821828,14936030,63287312,0.133,0,124508078,20250000,1,34.2,19146357.0,3324529.0,1
REQ-2026-02535,Design,Staff,29,27,0.47,0,1,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,24,256,1,0.45,0.65,2,0,14,13655388,13279024,191175432,0.345,0,663826945,22500000,1,36.1,14950394.0,1295006.0,1
REQ-2026-02536,Finance,Senior,52,47,0.57,1,1,0,Dell,Inspiron 15,Core i5,Integrated,8,512,1,0.5,0.6,3,1,1,10122259,12016686,10122259,0.297,1,52692078,20000000,0,40.2,12681728.0,2559469.0,1
REQ-2026-02537,HR,Staff,53,32,0.67,0,1,1,HP,ProBook 445,Ryzen 5,Radeon,8,512,1,0.6,0.7,2,0,11,13697807,13159711,150675877,0.125,1,653492166,11250000,1,35.6,15714660.0,2016853.0,1
REQ-2026-02538,Design,Manager,77,38,0.17,0,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1024,3,0.9,0.95,3,0,17,33948212,28487261,577119604,0.133,0,2562118987,40500000,1,75.8,34904045.0,955833.0,1
REQ-2026-02539,Medical Staff,Senior,33,24,2.47,0,0,1,Apple,MacBook Pro 14,M3 Pro,Apple GPU,18,1536,4,0.95,0.85,3,2,24,36929642,37521126,886311408,0.088,1,736206786,22000000,1,58.3,44978571.0,8048929.0,0
REQ-2026-02540,Design,Staff,94,4,1.4,1,0,0,Dell,Inspiron 15,Core i5,Integrated,16,512,1,0.5,0.6,1,4,18,11371181,11262412,204681258,0.309,1,759547654,22500000,0,35.1,17767524.0,6396343.0,1
REQ-2026-02541,Medical Staff,Senior,168,2,0.45,0,1,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,18,512,4,0.95,0.85,2,1,8,26262857,32284507,210102856,0.287,0,596665875,22000000,0,62.3,32618483.0,6355626.0,1
REQ-2026-02542,Medical Staff,Staff,26,5,1.55,0,0,0,Dell,Precision 5690,Core i9,RTX 3500,32,2560,4,0.85,0.35,2,1,22,53219614,43829399,1170831508,0.586,1,551408951,16500000,0,50.0,56363997.0,3144383.0,0
REQ-2026-02543,HR,Director,69,35,1.38,2,1,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,2048,3,0.9,0.95,1,2,21,27299578,31074950,573291138,0.422,1,811660392,28500000,1,41.2,33045873.0,5746295.0,1
REQ-2026-02544,Finance,Senior,133,49,0.35,1,1,0,Dell,Latitude 7450,Core i7,Integrated,24,512,2,0.85,0.85,1,2,3,25431737,21374676,76295211,0.454,1,159460612,20000000,1,39.1,29345660.0,3913923.0,1
REQ-2026-02545,Design,Staff,45,26,0.14,0,1,1,Lenovo,ThinkPad T14,Core i5,Integrated,16,1024,2,0.92,0.75,2,1,2,19886270,21630069,39772540,0.363,1,101871398,22500000,0,69.7,22011013.0,2124743.0,1
REQ-2026-02546,Sales,Staff,70,54,5.06,1,1,0,Lenovo,ThinkPad T14,Core i5,Integrated,16,512,2,0.92,0.75,3,0,16,20167505,20743475,322680080,0.3,1,494547507,13500000,1,56.0,21826778.0,1659273.0,1
REQ-2026-02547,Medical Staff,Senior,75,55,1.27,1,1,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,8,256,1,0.45,0.65,2,3,1,10611844,9033710,10611844,0.121,0,27702142,22000000,1,41.5,18545095.0,7933251.0,1
REQ-2026-02548,IT,Staff,51,25,0.53,0,1,1,Apple,MacBook Air 13,M3,Apple GPU,16,256,2,0.95,1.0,3,3,6,23522411,21420507,141134466,0.505,0,501311404,24000000,0,60.8,30235243.0,6712832.0,1
REQ-2026-02549,Medical Staff,Staff,42,24,1.36,1,1,0,HP,OmniBook 5,Ryzen 7,Radeon,16,512,2,0.65,0.8,2,2,21,17477613,17652048,367029873,0.518,1,312589993,16500000,1,52.6,21108389.0,3630776.0,1
REQ-2026-02550,IT,Senior,47,22,0.37,1,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,24,1024,3,0.9,0.95,3,0,11,31474251,32012630,346216761,0.158,1,1575199002,32000000,1,34.4,33052118.0,1577867.0,1
REQ-2026-02551,Design,Manager,3,15,1.11,0,0,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,16,256,1,0.45,0.65,2,2,21,10918688,10793720,229292448,0.152,0,1377369433,40500000,0,59.0,17705807.0,6787119.0,1
REQ-2026-02552,IT,Senior,49,30,0.43,0,0,0,Lenovo,ThinkPad T14,Core i5,Integrated,32,512,2,0.92,0.75,2,0,3,24400702,22228327,73202106,0.582,1,214120089,32000000,0,57.7,25730337.0,1329635.0,1
REQ-2026-02553,IT,Staff,17,31,1.16,0,0,0,HP,ProBook 445,Ryzen 5,Radeon,8,512,1,0.6,0.7,1,0,7,10949506,11375175,76646542,0.364,1,340582907,24000000,0,25.0,14252597.0,3303091.0,1
REQ-2026-02554,Medical Staff,Senior,48,26,1.54,0,1,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1024,3,0.9,0.95,3,0,19,33431469,30219416,635197911,0.387,1,688110626,22000000,1,55.6,35139264.0,1707795.0,0
REQ-2026-02555,Design,Staff,94,21,0.3,0,0,0,HP,OmniBook 5,Ryzen 7,Radeon,16,512,2,0.65,0.8,1,0,9,17189331,17790350,154703979,0.267,0,350174650,22500000,0,36.5,18630110.0,1440779.0,1
REQ-2026-02556,IT,Director,56,33,0.33,0,1,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,32,1024,3,0.9,0.95,1,1,19,31412799,29823762,596843181,0.195,0,2267507089,60800000,1,59.3,35492668.0,4079869.0,1
REQ-2026-02557,IT,Staff,37,48,0.33,0,0,0,Lenovo,ThinkPad T14,Core i5,Integrated,24,512,2,0.92,0.75,3,0,5,24280675,21645324,121403375,0.274,0,344502861,24000000,0,58.6,25772116.0,1491441.0,1
REQ-2026-02558,Sales,Staff,64,18,1.57,0,1,0,Apple,MacBook Air 13,M3,Apple GPU,8,256,2,0.95,1.0,2,0,20,23480354,19332993,469607080,0.164,1,508873155,13500000,1,65.1,27991488.0,4511134.0,1
REQ-2026-02559,Sales,Senior,46,36,1.16,1,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,24,1536,3,0.9,0.95,3,0,22,32057126,34836698,705256772,0.248,0,581901694,18000000,0,67.6,33150397.0,1093271.0,0
REQ-2026-02560,Finance,Staff,44,19,0.46,0,1,0,Asus,ExpertBook B9,Core i7,Iris Xe,16,1024,2,0.8,0.95,2,1,8,27436368,26133048,219490944,0.192,1,169563265,15000000,1,51.4,30114756.0,2678388.0,0
REQ-2026-02561,Sales,Senior,13,44,3.2,0,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,24,1024,3,0.9,0.95,2,1,17,36354022,30087260,618018374,0.167,0,720085019,18000000,1,49.2,39728361.0,3374339.0,0
REQ-2026-02562,Medical Staff,Staff,27,32,1.56,3,1,0,HP,ZBook Firefly,Core i7,RTX A500,32,1024,3,0.8,0.6,3,1,25,34875560,31853681,871889000,0.229,1,415943350,16500000,1,49.6,37929896.0,3054336.0,0
REQ-2026-02563,Finance,Staff,61,34,0.48,0,1,0,Asus,ExpertBook B9,Core i7,Iris Xe,32,1024,2,0.8,0.95,1,0,13,28913295,27648993,375872835,0.303,0,656543613,15000000,1,48.7,30679855.0,1766560.0,0
REQ-2026-02564,Finance,Staff,80,32,0.67,1,0,0,Lenovo,ThinkPad T14,Core i5,Integrated,32,1536,2,0.92,0.75,2,0,15,26213620,25609184,393204300,0.578,0,300996713,15000000,1,62.7,27378231.0,1164611.0,1
REQ-2026-02565,HR,Staff,20,43,0.09,1,1,0,Asus,Vivobook 14,Core i5,Integrated,8,512,1,0.5,0.7,2,1,6,12312619,11206447,73875714,0.321,1,129391704,11250000,1,53.3,15114925.0,2802306.0,1
REQ-2026-02566,IT,Senior,28,36,0.29,0,0,0,HP,ZBook Firefly,Core i7,RTX A500,32,1024,3,0.8,0.6,2,1,20,30556231,29867426,611124620,0.32,0,1071148603,32000000,1,29.4,34756926.0,4200695.0,1
REQ-2026-02567,IT,Manager,60,40,2.29,0,0,1,Dell,Precision 5690,Core i9,RTX 3500,40,2048,4,0.85,0.35,1,1,6,39040492,42586957,234242952,0.176,1,414374958,43200000,1,46.0,42672468.0,3631976.0,1
REQ-2026-02568,Finance,Director,40,38,0.36,0,1,0,Apple,MacBook Air 13,M3,Apple GPU,8,768,2,0.95,1.0,2,0,25,24253690,20868117,606342250,0.415,1,1801635459,38000000,1,53.5,28927318.0,4673628.0,1
REQ-2026-02569,IT,Manager,29,36,0.37,0,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1024,3,0.9,0.95,1,0,24,32054751,26300161,769314024,0.344,1,2514274434,43200000,1,50.9,33082294.0,1027543.0,1
REQ-2026-02570,Medical Staff,Senior,44,11,0.91,0,1,0,Dell,Inspiron 15,Core i5,Integrated,8,512,1,0.5,0.6,2,0,22,13114778,10125916,288525116,0.406,0,2630689351,22000000,1,33.4,14625262.0,1510484.0,1
REQ-2026-02571,Finance,Senior,4,33,0.9,0,1,1,Lenovo,ThinkPad P16,Core i9,RTX A2000,32,2048,4,0.9,0.25,3,0,10,44759013,43256612,447590130,0.227,1,692328287,20000000,0,86.8,46340181.0,1581168.0,1
REQ-2026-02572,Sales,Manager,85,47,3.71,0,1,0,Dell,Latitude 7450,Core i7,Integrated,16,512,2,0.85,0.85,1,1,13,20754651,21506837,269810463,0.326,1,750911847,24300000,1,32.3,24032470.0,3277819.0,1
REQ-2026-02573,Finance,Staff,51,37,0.59,1,1,1,HP,OmniBook 5,Ryzen 7,Radeon,24,512,2,0.65,0.8,3,1,5,23665091,20134748,118325455,0.164,1,132131618,15000000,1,62.0,26161672.0,2496581.0,1
REQ-2026-02574,Finance,Staff,100,29,0.85,1,1,0,Dell,Latitude 7450,Core i7,Integrated,16,1024,2,0.85,0.85,3,2,20,24251375,26218774,485027500,0.83,0,176325790,15000000,1,93.6,28718882.0,4467507.0,0
REQ-2026-02575,Sales,Staff,20,50,5.5,0,0,0,Dell,Latitude 7450,Core i7,Integrated,16,512,2,0.85,0.85,2,0,19,23004779,22806511,437090801,0.409,1,704236104,13500000,1,26.0,26419142.0,3414363.0,1
REQ-2026-02576,Finance,Staff,47,23,0.81,2,1,0,HP,ZBook Firefly,Core i7,RTX A500,48,1536,3,0.8,0.6,3,0,14,43351493,36770368,606920902,0.531,1,645218984,15000000,0,38.3,44563998.0,1212505.0,0
REQ-2026-02577,Sales,Senior,53,31,3.38,0,0,1,Lenovo,ThinkPad P16,Core i9,RTX A2000,32,1024,4,0.9,0.25,1,0,4,32755029,35966625,131020116,0.263,0,231506907,18000000,0,36.7,34085400.0,1330371.0,1
REQ-2026-02578,Finance,Staff,58,30,1.06,0,1,0,HP,ZBook Firefly,Core i7,RTX A500,32,1536,3,0.8,0.6,2,1,21,35097500,32977020,737047500,0.177,0,350628420,15000000,0,64.1,37857632.0,2760132.0,0
REQ-2026-02579,HR,Staff,94,33,0.66,0,0,0,Dell,Inspiron 15,Core i5,Integrated,8,512,1,0.5,0.6,3,3,8,13295024,11371050,106360192,0.213,1,103359031,11250000,1,50.0,18427649.0,5132625.0,1
REQ-2026-02580,Design,Staff,125,34,0.67,0,0,0,Apple,MacBook Air 13,M3,Apple GPU,8,256,2,0.95,1.0,2,1,9,19026468,19103208,171238212,0.461,0,407757978,22500000,0,53.3,25243219.0,6216751.0,1
REQ-2026-02581,IT,Staff,66,22,1.67,0,0,1,Apple,MacBook Pro 14,M3 Pro,Apple GPU,18,512,4,0.95,0.85,2,2,10,31185628,32782831,311856280,0.33,1,896412529,24000000,1,52.4,38348317.0,7162689.0,1
REQ-2026-02582,IT,Staff,35,34,0.5,0,1,0,Asus,Vivobook 14,Core i5,Integrated,8,512,1,0.5,0.7,2,2,16,11576626,11195216,185226016,0.679,1,508680689,24000000,0,30.4,16782619.0,5205993.0,1
REQ-2026-02583,Finance,Senior,31,43,0.54,3,1,1,HP,OmniBook 5,Ryzen 7,Radeon,16,512,2,0.65,0.8,3,0,8,17746652,19431338,141973216,0.263,0,310675865,20000000,1,46.0,19518272.0,1771620.0,1
REQ-2026-02584,Design,Staff,81,26,0.76,1,0,0,Asus,ExpertBook B9,Core i7,Iris Xe,16,1024,2,0.8,0.95,2,0,19,31147679,25966504,591805901,0.081,1,632732600,22500000,1,52.7,32415791.0,1268112.0,1
REQ-2026-02585,Sales,Director,9,34,5.73,0,0,0,Dell,Precision 5690,Core i9,RTX 3500,32,2560,4,0.85,0.35,3,1,13,49238823,43107459,640104699,0.087,1,1302436636,34200000,1,52.9,52581891.0,3343068.0,1
REQ-2026-02586,Sales,Staff,22,11,1.59,0,0,0,Apple,MacBook Air 13,M3,Apple GPU,8,768,2,0.95,1.0,1,1,13,23040742,20224771,299529646,0.401,1,346251606,13500000,1,47.8,28902158.0,5861416.0,0
REQ-2026-02587,Sales,Senior,79,35,4.29,0,1,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,1536,4,0.55,0.3,2,3,23,35485708,36851146,816171284,0.283,1,946963366,18000000,1,45.1,41692659.0,6206951.0,1
REQ-2026-02588,Sales,Staff,37,48,6.61,1,1,0,HP,ProBook 445,Ryzen 5,Radeon,8,512,1,0.6,0.7,3,1,16,17016306,13429315,272260896,0.326,0,272669375,13500000,1,53.6,20065330.0,3049024.0,1
REQ-2026-02589,HR,Staff,47,43,0.33,0,1,0,Apple,MacBook Air 13,M3,Apple GPU,8,256,2,0.95,1.0,3,1,7,22422718,21415087,156959026,0.112,1,160922434,11250000,0,63.7,27720866.0,5298148.0,0
REQ-2026-02590,HR,Senior,81,53,0.27,2,0,0,Dell,Inspiron 15,Core i5,Integrated,8,512,1,0.5,0.6,3,0,15,13168850,11911110,197532750,0.383,1,323663249,15000000,1,34.4,14464874.0,1296024.0,1
REQ-2026-02591,Sales,Staff,56,25,6.24,0,1,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1024,3,0.9,0.95,3,0,17,27292476,30448935,463972092,0.445,0,530277151,13500000,1,62.4,28846804.0,1554328.0,0
REQ-2026-02592,Design,Director,3,35,0.11,0,0,0,Asus,ExpertBook B9,Core i7,Iris Xe,16,1024,2,0.8,0.95,3,1,8,26612894,25123940,212903152,0.297,0,1414351098,57000000,0,51.8,30240649.0,3627755.0,1
REQ-2026-02593,Finance,Staff,30,69,0.97,0,1,1,Apple,MacBook Pro 14,M3 Pro,Apple GPU,26,512,4,0.95,0.85,3,1,17,37337109,34772012,634730853,0.319,1,287927985,15000000,0,51.8,42139264.0,4802155.0,0
REQ-2026-02594,Finance,Staff,50,41,0.47,0,1,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,18,1024,4,0.95,0.85,2,1,25,41639414,36752852,1040985350,0.475,0,1008609903,15000000,0,39.8,47714550.0,6075136.0,0
REQ-2026-02595,Sales,Senior,26,33,4.67,0,0,0,HP,OmniBook 5,Ryzen 7,Radeon,24,1024,2,0.65,0.8,1,4,9,22481243,20207535,202331187,0.518,0,217404793,18000000,1,44.0,28098142.0,5616899.0,1
REQ-2026-02596,HR,Manager,22,16,0.41,1,0,0,Apple,MacBook Air 13,M3,Apple GPU,16,768,2,0.95,1.0,3,1,1,25531573,23209361,25531573,0.632,0,71425666,20250000,1,68.2,32913081.0,7381508.0,1
REQ-2026-02597,HR,Staff,44,34,0.34,0,1,0,Asus,ROG Zephyrus,Core i9,RTX 4070,48,1024,4,0.55,0.3,3,1,9,45652369,39196642,410871321,0.243,0,128939955,11250000,0,39.3,48714182.0,3061813.0,0
REQ-2026-02598,Design,Manager,87,22,0.25,0,0,0,HP,ProBook 445,Ryzen 5,Radeon,8,512,1,0.6,0.7,2,1,4,14833257,12161119,59333028,0.71,1,548062421,40500000,0,46.8,18379348.0,3546091.0,1
REQ-2026-02599,Finance,Senior,90,19,0.3,0,1,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,1024,4,0.55,0.3,1,3,21,38047925,32542663,799006425,0.426,0,680616107,20000000,1,36.5,43972495.0,5924570.0,0
REQ-2026-02600,Finance,Staff,3,28,0.85,1,1,0,Apple,MacBook Air 13,M3,Apple GPU,8,256,2,0.95,1.0,3,1,7,19707071,19977838,137949497,0.347,0,220618555,15000000,1,84.5,25630400.0,5923329.0,1
REQ-2026-02601,Design,Staff,11,40,0.52,0,0,1,Dell,Precision 5690,Core i9,RTX 3500,32,2048,4,0.85,0.35,1,0,16,42963887,41759146,687422192,0.334,1,235075428,22500000,1,60.0,44192683.0,1228796.0,0
